research_lane,operator_bucket,source_priority,league_id,league_name,team_name,player_name,issue_type,operator_action,source_url,source_domain,official_status,confidence,operator_verify_required,safe_next_action,notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,publishing,paid_apis
nwsl_correction_enrichment,p0_nwsl_operator_verify_first,P0,nwsl,National Women's Soccer League,Angel City FC,Maithé López,missing_player_profile_candidate,add_candidate_metadata,https://angelcity.com/acfc-post/angel-city-football-club-loans-forward-maithe-lopez-to-vancouver-rise-fc,angelcity.com,official_team,high,yes,Review official roster/transaction metadata manually before any later human-edited candidate-state change.,Angel City official roster also lists Maithé López as on loan.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p0_nwsl_operator_verify_first,P0,nwsl,National Women's Soccer League,Angel City FC,Rajanah Reed,expired_replacement_player_candidate,hold_candidate_for_review,https://angelcity.com/acfc-post/angel-city-signs-forward-rajanah-reed,angelcity.com,official_team,high,yes,Review official roster/transaction metadata manually before any later human-edited candidate-state change.,"Do not delete automatically, but do not treat as current active roster without recheck.",true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Angel City FC,Ariadina Alves Borges; Maiara Carolina Niehues,public_display_alias_review,add_alias_metadata,https://angelcity.com/club/roster,angelcity.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official public roster uses shorter public display names.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p0_nwsl_operator_verify_first,P0,nwsl,National Women's Soccer League,Denver Summit FC,Lindsey Heaps,missing_player_profile_candidate,add_candidate_metadata,https://www.denversummitfc.com/roster/,www.denversummitfc.com,official_team,high,yes,Review official roster/transaction metadata manually before any later human-edited candidate-state change.,Official Denver roster lists Lindsey Heaps.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p0_nwsl_operator_verify_first,P0,nwsl,National Women's Soccer League,Denver Summit FC,Jordan Baggett,stale_player_candidate,hold_candidate_for_review,https://www.denversummitfc.com/roster/,www.denversummitfc.com,official_team,medium,yes,Review official roster/transaction metadata manually before any later human-edited candidate-state change.,"Could be stale, alias-related, or data-source lag; verify before carrying forward.",true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p0_nwsl_operator_verify_first,P0,nwsl,National Women's Soccer League,Houston Dash,Natalie Bain,missing_player_profile_candidate,add_candidate_metadata,https://www.houstondynamofc.com/houstondash/roster/,www.houstondynamofc.com,official_team,high,yes,Review official roster/transaction metadata manually before any later human-edited candidate-state change.,Official Houston roster lists Natalie Bain.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p0_nwsl_operator_verify_first,P0,nwsl,National Women's Soccer League,Houston Dash,Christen Westphal,stale_player_candidate,hold_candidate_for_review,https://www.houstondynamofc.com/houstondash/news/houston-dash-host-north-carolina-courage-for-kids-night,www.houstondynamofc.com,official_team,high,yes,Review official roster/transaction metadata manually before any later human-edited candidate-state change.,Official Houston match-preview/news page states Dash and Westphal mutually terminated the contract.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Houston Dash,Liz Beardsley,missing_player_profile_candidate,add_candidate_metadata,https://www.houstondynamofc.com/houstondash/roster/,www.houstondynamofc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Houston roster lists Liz Beardsley as ON LOAN.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Houston Dash,Zoe Matthews,missing_player_profile_candidate,add_candidate_metadata,https://www.houstondynamofc.com/houstondash/roster/,www.houstondynamofc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Houston roster lists Zoe Matthews as ON LOAN.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Houston Dash,Amanda West,missing_player_profile_candidate,add_candidate_metadata,https://www.houstondynamofc.com/houstondash/roster/,www.houstondynamofc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Houston roster lists Amanda West as ON LOAN.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Houston Dash,Rebeca Costa da Silva,loan_status_missing,add_loan_status_metadata,https://www.houstondynamofc.com/houstondash/roster/,www.houstondynamofc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Houston roster displays Rebeca as ON LOAN.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Houston Dash,Jyllissa Harris,loan_status_missing,add_loan_status_metadata,https://www.houstondynamofc.com/houstondash/roster/,www.houstondynamofc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Houston roster displays Jyllissa Harris as ON LOAN.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Gotham FC,Princess Ademiluyi,missing_player_profile_candidate,add_candidate_metadata,https://www.gothamfc.com/roster,www.gothamfc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Gotham roster lists Princess Ademiluyi in the On Loan section.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Gotham FC,Bruna Santos Nhaia,public_display_alias_review,add_alias_metadata,https://www.gothamfc.com/roster,www.gothamfc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Gotham roster displays Bruninha.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Kansas City Current,Kaylin Williams-Mosier,missing_player_profile_candidate,add_candidate_metadata,https://www.kansascitycurrent.com/team/kaylin-williams-mosier,www.kansascitycurrent.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official KC profile says Williams-Mosier joined in June 2026 on a short-term contract.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Kansas City Current,Débora Cristiane de Oliveira,public_display_alias_review,add_alias_metadata,https://www.kansascitycurrent.com/team,www.kansascitycurrent.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official KC team page uses Debinha.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Kansas City Current,Katie Cappelletti; Kyra Carusa; Kelsey Branson; Flora Marta Lacho,stale_or_short_term_candidate,hold_candidate_for_review,https://www.kansascitycurrent.com/team; https://www.kansascitycurrent.com/news/kansas-city-current-announces-roster-ahead-of-2026-regular-s,www.kansascitycurrent.com,official_team,medium,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,KC March roster noted short-term/loan timing for some players; current-team page should be preferred for active display.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p0_nwsl_operator_verify_first,P0,nwsl,National Women's Soccer League,San Diego Wave FC,Sandra Paños,missing_player_profile_candidate,add_candidate_metadata,https://sandiegowavefc.com/roster/,sandiegowavefc.com,official_team,high,yes,Review official roster/transaction metadata manually before any later human-edited candidate-state change.,Official San Diego roster lists Sandra Paños.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,San Diego Wave FC,Amelia Donna Van Zanten; Gabrielle Jordão Portilho; Ludmila da Silva; Maria Eduarda Rodrigues Silva,public_display_alias_review,add_alias_metadata,https://sandiegowavefc.com/roster/,sandiegowavefc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official San Diego roster uses public display names.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Washington Spirit,Heather Stainbrook,missing_player_profile_candidate,add_candidate_metadata,https://washingtonspirit.com/roster/,washingtonspirit.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Washington roster lists Heather Stainbrook as On Loan.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Washington Spirit,Tamara Paranaguá do Carmo,public_display_alias_review,add_alias_metadata,https://washingtonspirit.com/roster/,washingtonspirit.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Washington roster displays Tamara Bolt.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Orlando Pride,Angelina Alonso Costantino; Luana Bertolucci Paixão; Marta Marta; Rafaelle Leone Carvalho Souza; Jacqueline Ovalle; Oihane Hernández,public_display_alias_review,add_alias_metadata,https://www.orlandocitysc.com/pride/roster/,www.orlandocitysc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Orlando roster uses shorter public display names.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p1_metadata_candidate_only,P1,nwsl,National Women's Soccer League,Orlando Pride,Kat Asman,loan_status_missing,add_loan_status_metadata,https://www.orlandocitysc.com/pride/roster/,www.orlandocitysc.com,official_team,high,yes,Treat as source/profile metadata candidate only; enrich review notes after manual source check.,Official Orlando roster lists Kat Asman under Loaned Out.,true,false,false,false,false,false,false,false,false
nwsl_correction_enrichment,p3_gray_area_manual_verification_only,P3,nwsl,National Women's Soccer League,Gotham FC,Sam Kerr,gray_area_public_backup_candidate,park_gray_area_lead_for_manual_verification,https://www.reuters.com/sports/soccer/reports-gotham-fc-set-reunion-with-f-sam-kerr--flm-2026-06-17/,www.reuters.com,non_official_reputable_media,low,yes,Park as gray-area lead; do not treat as official roster confirmation without official NWSL/team source.,"Useful public lead because official roster may lag reports, but official roster did not confirm at check time.",true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Arsenal Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/arsenal/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Aston Villa Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/aston-villa/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Brighton & Hove Albion Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/brighton-hove-albion/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Chelsea Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/chelsea/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Everton Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/everton/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Leicester City Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/leicester-city/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Liverpool Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/liverpool/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,London City Lionesses,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/london-city-lionesses/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Manchester City Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/manchester-city/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Manchester United Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/manchester-united/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,Tottenham Hotspur Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/tottenham-hotspur/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_TEAM,wsl_england,Women's Super League,West Ham United Women,,official_source_map,source_metadata_review_only,https://www.wslfootball.com/clubs/west-ham-united/squad,wslfootball.com,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official WSL clubs index listed this team; WSL player index showed active player database. Verify during summer transfer window.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Alhama CF ElPozo,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/alhama-cf-femenino/20478/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Athletic Club,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/athletic-club-femenino/8845/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Atlético de Madrid,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/club-atletico-de-madrid-femenino/12279/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Costa Adeje Tenerife,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/ud-granadilla-tenerife-sur-femenino/12369/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Deportivo Abanca,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/deportivo-femenino/8870/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,DUX Logroño,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/edf-logrono-femenina/51737/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,FC Badalona Women,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/levante-las-planas-femenino/20435/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,FC Barcelona,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/fc-barcelona-femenino/8852/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Granada CF,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/granada-cf-femenino/8909/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Levante UD,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/levante-ud-femenino/8859/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Madrid CFF,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/madrid-cf-femenino/12358/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,RCD Espanyol de Barcelona,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/rcd-espanyol-femenino/8847/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Real Madrid CF,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/real-madrid-femenino/12364/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Real Sociedad,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/real-sociedad-futbol-femenino/8843/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,SD Eibar,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/eibar-femenino/66085/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
europe_official_source_map,europe_official_no_verify_metadata_candidate,P0_OFFICIAL_LEAGUE_ROSTER,liga_f_spain,Liga F,Sevilla FC,,official_source_map,source_metadata_review_only,https://ligaf.es/equipo/sevilla-fc-femenino-esp/12280/plantilla/2026,ligaf.es,official_league,high,no,Use as official source-map candidate for future manual player research; no asset action.,Official Liga F 2025/26 roster page; verify after transfer-window changes.,true,false,false,false,false,false,false,false,false
