script_version,editorial_decision,editorial_score,priority_score,source_quality,source_tier,eligibility_passed,eligibility_reason,recommended_timing,decision_reason,score_reason,freshness_component,story_value_component,brand_fit_component,engagement_component,source_component,penalty_component,content_bucket,content_lane,sport,story_type,source,title,published,age_hours,link,post_format,hook,first_slide,carousel_outline,instagram_angle,why_it_matters,caption_starter,visual_brief,hashtags,primary_entity,cluster_id,cluster_rank,related_story_count,duplicate_status,verification_needed,sensitive,time_sensitive,categories,summary
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Softball. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,College Spotlight,College spotlight,Softball,General News,NCAA.com,NCAA College Softball DII current team Stats,2026-06-09T07:00:00+00:00,109.8,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBDMFhRY3ZJV2RIOEdTNmt4aElpSXNSVHlXYThBX3d2QS1YREg2UnU2b2h5MXp0ck03bWxFMzNhWTIxRmZfcFdtU01FMTEwZmI4U3lxVDdBblZPTlFjbGdkLWJjUGhtUQ?oc=5,Story post,NCAA College Softball DII current team Stats,NCAA College Softball DII current team Stats,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: NCAA College Softball DII current team Stats,"This is a useful update, but it should be weighed against stronger stories.",NCAA College Softball DII current team Stats What should we cover next?,"Use a simple Softball news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,,softball::ncaa_college_softball_dii_current_stats_ncaa_college,1,1,Primary,No,No,No,,NCAA College Softball DII current team Stats NCAA.com
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Golf / LPGA. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Golf / LPGA,General News,LPGA,ICYMI: 2026 U.S. Women's Open presented by Ally,2026-06-08T22:23:59+00:00,118.4,https://news.google.com/rss/articles/CBMif0FVX3lxTFBPY3Zibk1aT3A5TVRyNHQySGNRS0d3aHl6S0ZJRGpkOGNxNTRkdldSTHE2VlN4NmdRQk4ya2FzMTNsYmZjRUJrV0Z4aEFobW40RG1pb3FmSlNNVE9weG1yWVBaTmRLUVlNRnozbEZGZjNCT0U5RnZLZWZtd0JEQ3M?oc=5,Story post,ICYMI: 2026 U.S. Women's Open presented by Ally,ICYMI: 2026 U.S. Women's Open presented by Ally,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: ICYMI: 2026 U.S. Women's Open presented by Ally,"This is a useful update, but it should be weighed against stronger stories.",ICYMI: 2026 U.S. Women's Open presented by Ally What should we cover next?,"Use a simple Golf / LPGA news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,U.S. Women'S Open,golf::us_womens_open,10,23,Duplicate / alternate angle,No,No,No,,ICYMI: 2026 U.S. Women's Open presented by Ally LPGA
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Tennis,General News,WTA Tennis,Krejcikova vs. Zarazua | Round of 32 Libéma Open 2026,2026-06-08T21:58:27+00:00,118.9,https://news.google.com/rss/articles/CBMiggFBVV95cUxOaUt0cGxsQnBXRTFwMS1fbklzamNscVNDLTU3aTZYbEVRb2tTTWxwOFlocmdDLXJGYVo4cUZpQnpGcUV3WHlmTTYzQkdNT3JkbWpzbGxyV0I3X1ZORm1TZ0ZIUWgyS3dEWWhoUFdBUHdocS1BNmFJNzBqRXRLcUFkQ1ZR?oc=5,Story post,Krejcikova vs. Zarazua | Round of 32 Libéma Open 2026,Krejcikova vs. Zarazua | Round of 32 Libéma Open 2026,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Krejcikova vs. Zarazua | Round of 32 Libéma Open 2026,"This is a useful update, but it should be weighed against stronger stories.",Krejcikova vs. Zarazua | Round of 32 Libéma Open 2026 What should we cover next?,"Use a simple Tennis news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,,tennis::krejcikova_zarazua_round_lib_open_2026_krejcikova_zarazua,1,1,Primary,No,No,No,,Krejcikova vs. Zarazua | Round of 32 Libéma Open 2026 WTA Tennis
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Tennis,General News,WTA Tennis,From Swiatek to Boulter: 5 players to watch this Grass-Court Swing,2026-06-08T21:07:45+00:00,119.7,https://news.google.com/rss/articles/CBMipwFBVV95cUxORnc3TWRra08yQktXSnJMM1prcTZQY3ZnZjdWcWVUOXBOcktuNnd6eWpUY0tRVU1TdHdBaGRZbndmSWd4Uzk3bXREeTRMMTNjVUpZVjNVLUMxU3RQVkh4dktSS1NrdHlqRjBGamZZWHNHMkRnRnd4QTRodUdhRnpXbmNPVzg1VDBBVEd3S3VQODhlVDVlcXp5Zkg0M1F1Y05GMHFuSGJpZw?oc=5,Story post,From Swiatek to Boulter: 5 players to watch this Grass-Court Swing,From Swiatek to Boulter: 5 players to watch this Grass-Court Swing,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: From Swiatek to Boulter: 5 players to watch this Grass-Court Swing,"This is a useful update, but it should be weighed against stronger stories.",From Swiatek to Boulter: 5 players to watch this Grass-Court Swing What should we cover next?,"Use a simple Tennis news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,,tennis::swiatek_boulter_grass_court_swing_swiatek_boulter_grass,1,1,Primary,No,No,No,,From Swiatek to Boulter: 5 players to watch this Grass-Court Swing WTA Tennis
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Tennis,General News,WTA Tennis,Our 10 favorite moments from a memorable Clay-Court Swing,2026-06-08T19:30:09+00:00,121.3,https://news.google.com/rss/articles/CBMimAFBVV95cUxPRHpMUVBzUkcyWkZtTGNEdEZpOEhLRF93bEJMSTlQZDNBWi0tUUlhZFhuOFlRWHBocWtsbUdMdnNDQkNEdlRRbUFlckREUk9XRlFiUjZWSzRRODBYZDFNOWNhYWlRY0dlOUpJcTF0V09PQXlDa3pqSC1OUHdwX24zaFU4RGpJTUliV0d1eXFLUzF4UFhXeWRkTQ?oc=5,Story post,Our 10 favorite moments from a memorable Clay-Court Swing,Our 10 favorite moments from a memorable Clay-Court Swing,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Our 10 favorite moments from a memorable Clay-Court Swing,"This is a useful update, but it should be weighed against stronger stories.",Our 10 favorite moments from a memorable Clay-Court Swing What should we cover next?,"Use a simple Tennis news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,,tennis::our_favorite_moments_memorable_clay_court_swing_our,1,1,Primary,No,No,No,,Our 10 favorite moments from a memorable Clay-Court Swing WTA Tennis
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Golf / LPGA. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Golf / LPGA,General News,LPGA,Five Amateurs Earned LEAP points at the U.S. Women's Open presented by Ally,2026-06-08T18:53:46+00:00,121.9,https://news.google.com/rss/articles/CBMipgFBVV95cUxQa3RFRG9aUVVQUDdNSll2d0xUdEh4YmozV1NKY3pZYXkyWnY2Z0ZnbzdxODNFckRoUTU2TWxuaHNWTTZfWnQtYmRfSjgxR2ZXUW5XeGlaZ01Nb2JZVmUtYkZlMDFWUHZlWlRFTWJ3WVF5eVVROVBYelQtRDU1V1FFckpIaTJWalNQY1d2NnpWTHhlWTJ6d0FtZkF2dzVwMEJxVlNGcGZ3?oc=5,Story post,Five Amateurs Earned LEAP points at the U.S. Women's Open presented by Ally,Five Amateurs Earned LEAP points at the U.S. Women's Open presented by Ally,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Five Amateurs Earned LEAP points at the U.S. Women's Open presented by Ally,"This is a useful update, but it should be weighed against stronger stories.",Five Amateurs Earned LEAP points at the U.S. Women's Open presented by Ally What should we cover next?,"Use a simple Golf / LPGA news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,U.S. Women'S Open,golf::us_womens_open,11,23,Duplicate / alternate angle,No,No,No,,Five Amateurs Earned LEAP points at the U.S. Women's Open presented by Ally LPGA
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Golf / LPGA. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Golf / LPGA,General News,LPGA,Making an Impact | LPGA | Ladies Professional Golf Association,2026-06-08T18:47:41+00:00,122.0,https://news.google.com/rss/articles/CBMiQEFVX3lxTE9MdkpYNG1NQlBCUFdlRUdQem9vUnE0TTNudHdzTzF3N0V2M040bGlUNmFJa0dRVGg1dl9VaUFmdVc?oc=5,Story post,Making an Impact | LPGA | Ladies Professional Golf Association,Making an Impact | LPGA | Ladies Professional Golf Association,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Making an Impact | LPGA | Ladies Professional Golf Association,"This is a useful update, but it should be weighed against stronger stories.",Making an Impact | LPGA | Ladies Professional Golf Association What should we cover next?,"Use a simple Golf / LPGA news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,,golf / lpga::making_impact_lpga_ladies_professional_golf_association_making,1,1,Primary,No,No,No,,Making an Impact | LPGA | Ladies Professional Golf Association LPGA
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Golf / LPGA. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Golf / LPGA,General News,LPGA,"2026 Solheim Cup U.S. Team and European Team Standings Through June 8, 2026",2026-06-08T18:28:44+00:00,122.4,https://news.google.com/rss/articles/CBMipgFBVV95cUxNNE5WeU42M0lNSGoyY3E5c000RE11d1NGOUttS2czU3dsamE2Wlk1VHBNNVM3RE45NXowakN2WjcxcGpEZHZEU0d2aVprUGZyNXhJX2NOdUFZa1dkUDkyZW1JVDdoQVkwYnBObE5Fd1ZOb1RPaTh5QUdCU2ZtSGxBMmdYTnJtVzAtY1BjZE16bU80cDgxRE5UVFdidnhjN2lwM1cySXV3?oc=5,Story post,"2026 Solheim Cup U.S. Team and European Team Standings Through June 8, 2026","2026 Solheim Cup U.S. Team and European Team Standings Through June 8, 2026",Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,"Quick hit: 2026 Solheim Cup U.S. Team and European Team Standings Through June 8, 2026","This is a useful update, but it should be weighed against stronger stories.","2026 Solheim Cup U.S. Team and European Team Standings Through June 8, 2026 What should we cover next?","Use a simple Golf / LPGA news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,,golf / lpga::2026_solheim_cup_european_standings_through_june_2026,1,1,Primary,No,No,No,,"2026 Solheim Cup U.S. Team and European Team Standings Through June 8, 2026 LPGA"
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Tennis,General News,WTA Tennis,"The 2026 Clay-Court Swing stats wrap: Longest matches, MP saves and more",2026-06-08T17:50:53+00:00,123.0,https://news.google.com/rss/articles/CBMirgFBVV95cUxQTGpFUGVsNV9nMlJURFlYM2JQX1RfaGVRUWdXTVdJd0wxeFJnY0E1bDZoNXJ5Z2NZLUZFNGdYUlh0aG5qdnNoSF95UFNHc3pKSlJqMHBFRW9hQjVFTDgtaGpzUFVFdHlBMXJqaF9ncHJMYUVOMmRLZkVHSm44bDBFNzBLUVpVdnRad2ZMNWNFbkQ4X1hadFA0UTBXbHF4RUNiV2g4TlpJQlVxNHZEakE?oc=5,Story post,"The 2026 Clay-Court Swing stats wrap: Longest matches, MP saves and more","The 2026 Clay-Court Swing stats wrap: Longest matches, MP saves and more",Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,"Quick hit: The 2026 Clay-Court Swing stats wrap: Longest matches, MP saves and more","This is a useful update, but it should be weighed against stronger stories.","The 2026 Clay-Court Swing stats wrap: Longest matches, MP saves and more What should we cover next?","Use a simple Tennis news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,,tennis::2026_clay_court_swing_stats_wrap_longest_matches,1,1,Primary,No,No,No,,"The 2026 Clay-Court Swing stats wrap: Longest matches, MP saves and more WTA Tennis"
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Golf / LPGA. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Golf / LPGA,General News,LPGA,How to Watch 2026 Dow Champioinship,2026-06-08T16:29:22+00:00,124.3,https://news.google.com/rss/articles/CBMidEFVX3lxTE9sMnRxZ0o3ek5MUllEY2dDSFFEUHJIMlpkQ0t2WVNZbmE1N1MwNkI3TDRHa04yUDd0eFFGVE96LW82Z3huYVZFWGl6ZDZlUVZSWVhsVUpobWxsOW02T1RBMldkdzhuaVE4ZUR6WG5LZ09kRkJP?oc=5,Story post,How to Watch 2026 Dow Champioinship,How to Watch 2026 Dow Champioinship,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: How to Watch 2026 Dow Champioinship,"This is a useful update, but it should be weighed against stronger stories.",How to Watch 2026 Dow Champioinship What should we cover next?,"Use a simple Golf / LPGA news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,,golf / lpga::2026_dow_champioinship_2026_dow_champioinship_lpga_lpga,1,1,Primary,No,No,No,,How to Watch 2026 Dow Champioinship LPGA
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Softball. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,College Spotlight,College spotlight,Softball,General News,NCAA.com,Texas vs. Texas Tech: 2026 Women's College World Series finals game 2 | Extended highlights,2026-06-08T15:16:52+00:00,125.5,https://news.google.com/rss/articles/CBMizgFBVV95cUxQYXVyRkNJUHlsS2Rxam1ENGFwMmRWdWozZE4xREdMZVdzSGxxUEw5NmM3TEo5RW9RbUlrQTd0enc1eEF4ZzVGNEVIV2tfSDJoa3o0bTAzeWRNeVpmYi1sbzJNUVJ2dmNrbjdnbi1jaW1UWDJRV2VsR3BGY1NRbml6Y2Y3b3VpWEpiZzR0VkZHT2Zyd180RlFTNWphWThPbVhhQVcwNVowTVBkeWhlMkZzVWtCTnp4eGRjMndMLWJHc1ViWG1pOENEcnJuOWx0Zw?oc=5,Story post,Texas vs. Texas Tech: 2026 Women's College World Series finals game 2 | Extended highlights,Texas vs. Texas Tech: 2026 Women's College World Series finals game 2 | Extended highlights,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Texas vs. Texas Tech: 2026 Women's College World Series finals game 2 | Extended highlights,"This is a useful update, but it should be weighed against stronger stories.",Texas vs. Texas Tech: 2026 Women's College World Series finals game 2 | Extended highlights What should we cover next?,"Use a simple Softball news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #Softball #WCWS,College World Series,softball::texas_wcws_title,1,2,Primary,No,No,No,,Texas vs. Texas Tech: 2026 Women's College World Series finals game 2 | Extended highlights NCAA.com
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Golf / LPGA. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Golf / LPGA,General News,LPGA,Rolex ANNIKA Major Award Standings Following the U.S. Women’s Open presented by Ally,2026-06-08T14:11:58+00:00,126.6,https://news.google.com/rss/articles/CBMisgFBVV95cUxPS3ZvNjFTUWU1cjlPWDlzMmlBNnl2S2VYc1RQY0p5UnJnM2tLeUg3UHppMUoyWHA2cEU1MHJmOWY5Zk1RTC1haHR3bXIxc1dJLTQ1X2Iya0RqNTgyaE5XM1pwM2hFNGNsSnVfemNwTUtiZEdialNDUnBtUTAyUnd4MmotREkzeVZoeWh0NUd3cE9ZN2E3dy1VQU1XekFhZmllZWJqd1ZTQzlaM1ZrMlNIdW9R?oc=5,Story post,Rolex ANNIKA Major Award Standings Following the U.S. Women’s Open presented by Ally,Rolex ANNIKA Major Award Standings Following the U.S. Women’s Open presented by Ally,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Rolex ANNIKA Major Award Standings Following the U.S. Women’s Open presented by Ally,"This is a useful update, but it should be weighed against stronger stories.",Rolex ANNIKA Major Award Standings Following the U.S. Women’s Open presented by Ally What should we cover next?,"Use a simple Golf / LPGA news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,U.S. Women'S Open,golf::us_womens_open,12,23,Duplicate / alternate angle,No,No,No,,Rolex ANNIKA Major Award Standings Following the U.S. Women’s Open presented by Ally LPGA
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Tennis,General News,WTA Tennis,Style Unpacked: Wang Xinyu packs late and dresses comfortably,2026-06-08T07:00:00+00:00,133.8,https://news.google.com/rss/articles/CBMipgFBVV95cUxPZWFyRkFUd1U2VEJTYnpETXl3N1ZNeGlOS0ZjR3BYSExXTlpMa3FtaklkdVgwRnl6NjFqZnJaRjhRQWhRVzd2b1JHR184WDJiUV9aTXkxVWpsS1RhUVNEQzJNYnZFa0NudER2RjIzUGgxMENueGRGdUIzOHhzczhPaUlNQjVMM0FmSE5EUW5wM2ZYcUthZXNIeEM4eXhLN29wQUFEaXlR?oc=5,Story post,Style Unpacked: Wang Xinyu packs late and dresses comfortably,Style Unpacked: Wang Xinyu packs late and dresses comfortably,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Style Unpacked: Wang Xinyu packs late and dresses comfortably,"This is a useful update, but it should be weighed against stronger stories.",Style Unpacked: Wang Xinyu packs late and dresses comfortably What should we cover next?,"Use a simple Tennis news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,,tennis::style_unpacked_wang_xinyu_packs_late_dresses_comfortably,1,1,Primary,No,No,No,,Style Unpacked: Wang Xinyu packs late and dresses comfortably WTA Tennis
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Tennis,General News,WTA Tennis,Chwalinska vs. Andreeva | Final Roland Garros 2026,2026-06-07T18:33:31+00:00,146.3,https://news.google.com/rss/articles/CBMieEFVX3lxTFBfbm1SemN2UDJod21LSlZxdWV3RzBhVm9jdTg5NHV0SlBiZnJrdVFCRXlpQ0hldnBwZFMzUF9GQmFmUnZ5QzJ5cmRNWGkwNTFVcUtubkxtYnJ4QWhNQlZXc21yQ1dkQko1Y0JiZVlvbExnSHYydlNGMg?oc=5,Story post,Chwalinska vs. Andreeva | Final Roland Garros 2026,Chwalinska vs. Andreeva | Final Roland Garros 2026,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Chwalinska vs. Andreeva | Final Roland Garros 2026,"This is a useful update, but it should be weighed against stronger stories.",Chwalinska vs. Andreeva | Final Roland Garros 2026 What should we cover next?,"Use a simple Tennis news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,Roland Garros,tennis::roland garros,2,8,Duplicate / alternate angle,No,No,No,,Chwalinska vs. Andreeva | Final Roland Garros 2026 WTA Tennis
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Tennis,General News,WTA Tennis,Locked in on the process: Emma Raducanu readies for Queen's Club,2026-06-07T14:48:51+00:00,150.0,https://news.google.com/rss/articles/CBMipgFBVV95cUxOVENGTDNUU2dla2JkZDI3aFAwczhtQ3ktbzFtQ1ItT0xUY3gtV2hYbHR3R1FfZW1JT3ZXZUd4OTJWLXRlWEdYYnF4TnhvVEtGTGE5Skt3OFFfaXdXUGFfMnNyZTRQckRxN1JUMWZTU2tjYXQ1OW9xSmk1VFFXV2V6S2htejdXNEJoc01YU1E1MktFLUV2WHlDQzdJVjM0MTBYck1lbFln?oc=5,Story post,Locked in on the process: Emma Raducanu readies for Queen's Club,Locked in on the process: Emma Raducanu readies for Queen's Club,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Locked in on the process: Emma Raducanu readies for Queen's Club,"This is a useful update, but it should be weighed against stronger stories.",Locked in on the process: Emma Raducanu readies for Queen's Club What should we cover next?,"Use a simple Tennis news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,,tennis::locked_process_emma_raducanu_readies_queen's_club_locked,1,1,Primary,No,No,No,,Locked in on the process: Emma Raducanu readies for Queen's Club WTA Tennis
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Tennis,General News,WTA Tennis,"Siniakova, Townsend extend dominance in capturing Roland Garros doubles crown",2026-06-07T14:21:03+00:00,150.5,https://news.google.com/rss/articles/CBMitgFBVV95cUxOLUJBY1BOYTZONWg0ZmRTbmM4bmFxak9OX1EzanhnWDI5cVl0b21FOUdQTmVhUEZhVnFOZk4xS0lkR2RLMEFfMVNjel9PZmV1RVpnUk4wREdZcGEtSEtFQzAxZHRyUHhYWm5ackNaWU9FMkdjQ0hJdnBfWUtOanZ6TEo2NktEbDdaLUNiczdiSUxmbW5UWTljdE1DMHQxRHJSeGZxZ1ZqS2pBSjBBVHVLVlNtSUpxdw?oc=5,Story post,"Siniakova, Townsend extend dominance in capturing Roland Garros doubles crown","Siniakova, Townsend extend dominance in capturing Roland Garros doubles crown",Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,"Quick hit: Siniakova, Townsend extend dominance in capturing Roland Garros doubles crown","This is a useful update, but it should be weighed against stronger stories.","Siniakova, Townsend extend dominance in capturing Roland Garros doubles crown What should we cover next?","Use a simple Tennis news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,Roland Garros,tennis::roland garros,3,8,Duplicate / alternate angle,No,No,No,,"Siniakova, Townsend extend dominance in capturing Roland Garros doubles crown WTA Tennis"
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Golf / LPGA. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Golf / LPGA,General News,LPGA,Major Champions Make Up Majority of Top 12 after 54 Holes at U.S. Women’s Open,2026-06-07T04:42:15+00:00,160.1,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQY2paUzdHeG9CY3VxZnFhN201V3E3MnRTaVZqQnFEZ0w1N0Z5NGppaGRJNGtFVjNVVkp0UG1zZ1o2bWkwaFdBanJxMzd2YjZmdC1XcE9NMWRRNkZUTG80TTdmb2NjblcwOC1IallBRGNQY3gyek5MN2ZIMjMzd3RqWGZSd0pFMVR1SjlrUFYtb1dYcm5fZEpuZFI0bUc0NTYzNnlodjBTS3Zpdw?oc=5,Story post,Major Champions Make Up Majority of Top 12 after 54 Holes at U.S. Women’s Open,Major Champions Make Up Majority of Top 12 after 54 Holes at U.S. Women’s Open,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: Major Champions Make Up Majority of Top 12 after 54 Holes at U.S. Women’s Open,"This is a useful update, but it should be weighed against stronger stories.",Major Champions Make Up Majority of Top 12 after 54 Holes at U.S. Women’s Open What should we cover next?,"Use a simple Golf / LPGA news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #LPGA #Golf,U.S. Women'S Open,golf::us_womens_open,13,23,Duplicate / alternate angle,No,No,No,,Major Champions Make Up Majority of Top 12 after 54 Holes at U.S. Women’s Open LPGA
v11_final,Skip,36,4,10,Official League / Governing Body,Yes,Passed: clear women's sports signal.,Use when convenient,Below daily brief threshold.,General update. Still usable this week. Strong secondary sport: Tennis. Source quality 10/10. Engagement: normal interest. Penalties: no major penalties.,3,10,10,0,13,0,Daily News,Daily news,Tennis,General News,WTA Tennis,'The sign of a champion': Sharapova toasts Andreeva's Paris triumph,2026-06-07T00:02:46+00:00,164.8,https://news.google.com/rss/articles/CBMipAFBVV95cUxPQXcwT3E4V2VGMFA4S3ZEYmo0QV9lcUNBenJHNDNKTjBGNy1rNTZWQ0ZrZU1CSHNsQ0hWXzF4Zm9tM3JYVnk1U0FBSUc2RDFNckVvMVozV0xBbUhQU2F6bGRjMHpPNEUtSmE0UlA5TXpWSHN0MER3UFdtOTVGSmtDemZJLW9rZGZyOU5UYWlTdUVVWV8tUElNMzhyODBnb2VHUVBaQw?oc=5,Story post,'The sign of a champion': Sharapova toasts Andreeva's Paris triumph,'The sign of a champion': Sharapova toasts Andreeva's Paris triumph,Slide 1: headline | Slide 2: context | Slide 3: why it matters | Slide 4: audience question,Quick hit: 'The sign of a champion': Sharapova toasts Andreeva's Paris triumph,"This is a useful update, but it should be weighed against stronger stories.",'The sign of a champion': Sharapova toasts Andreeva's Paris triumph What should we cover next?,"Use a simple Tennis news card with headline, context, and one engagement question.",#WomensSports #HerSportsDaily #SportsNews #WTA #Tennis,,tennis::'the_sign_champion'_sharapova_toasts_andreeva's_paris_triumph,1,1,Primary,No,No,No,,'The sign of a champion': Sharapova toasts Andreeva's Paris triumph WTA Tennis
