research_next_rank,focus_rank,candidate_action_rank,scope_id,league_id,team_id,team_name,player_name,priority_label,focus_bucket,source_tier,source_domain,source_candidate_url,candidate_page_url_needed,evidence_url_needed,identity_anchor_url_needed,official_profile_url_needed,source_priority_row_ref,candidate_action_row_ref,operator_focus_row_ref,action_photo_starter_intake_file,research_return_intake_file,paste_fields_to_fill,candidate_ready_for_later_human_download_decision_review,manual_next_action,do_not_do,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
11,11,54,nwsl,nwsl,orlando_pride,Orlando Pride,Angelina Alonso Costantino; Luana Bertolucci Paixão; Marta Marta; Rafaelle Leone Carvalho Souza; Jacqueline Ovalle; Oihane Hernández; Kat Asman,P1,1_duplicate_transfer_loan_stale_profile_check,official_source_candidate,www.orlandocitysc.com,https://www.orlandocitysc.com/pride/roster/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=27,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=54,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=11,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
12,12,55,nwsl,nwsl,portland_thorns_fc_utah_royals_fc,Portland Thorns FC / Utah Royals FC,Alexa Spaanstra,P0,1_duplicate_transfer_loan_stale_profile_check,official_source_candidate,www.thorns.com,https://www.thorns.com/news/forward-alexa-spaanstra-loaned-to-utah-royals-fc,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=55,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=12,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
13,13,1,nwsl,nwsl,angel_city_fc,Angel City FC,Ariadina Alves Borges; Maiara Carolina Niehues,P1,2_p0_roster_or_source_verify,official_source_candidate,angelcity.com,https://angelcity.com/club/roster,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=21,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=1,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=13,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
14,14,35,nwsl,nwsl,angel_city_fc,Angel City FC,Maithé López,P0,2_p0_roster_or_source_verify,official_source_candidate,angelcity.com,https://angelcity.com/acfc-post/angel-city-football-club-loans-forward-maithe-lopez-to-vancouver-rise-fc,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=2,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=35,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=14,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
15,15,37,nwsl,nwsl,gotham_fc,Gotham FC,Princess Ademiluyi; Bruna Santos Nhaia,P1,2_p0_roster_or_source_verify,official_source_candidate,www.gothamfc.com,https://www.gothamfc.com/roster,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=23,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=37,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=15,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
16,16,27,nwsl,nwsl,gotham_fc,Gotham FC,Sam Kerr,P3,2_p0_roster_or_source_verify,gray_area_public_lead,www.reuters.com,https://www.reuters.com/sports/soccer/reports-gotham-fc-set-reunion-with-f-sam-kerr--flm-2026-06-17/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=13,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=27,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=16,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
17,17,2,nwsl,nwsl,kansas_city_current,Kansas City Current,Débora Cristiane de Oliveira,P1,2_p0_roster_or_source_verify,official_source_candidate,www.kansascitycurrent.com,https://www.kansascitycurrent.com/team,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=24,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=2,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=17,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
18,18,38,nwsl,nwsl,kansas_city_current,Kansas City Current,Kaylin Williams-Mosier,P1,2_p0_roster_or_source_verify,official_source_candidate,www.kansascitycurrent.com,https://www.kansascitycurrent.com/team/kaylin-williams-mosier,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=26,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=38,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=18,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
19,19,39,nwsl,nwsl,san_diego_wave_fc,San Diego Wave FC,Sandra Paños; Amelia Donna Van Zanten; Gabrielle Jordão Portilho; Ludmila da Silva; Maria Eduarda Rodrigues Silva,P0; P1,2_p0_roster_or_source_verify,official_source_candidate,sandiegowavefc.com,https://sandiegowavefc.com/roster/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=12,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=39,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=19,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
20,20,56,europe_top_flight,wsl_england,arsenal_women,Arsenal Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/arsenal/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=56,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=56,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=20,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
21,21,57,europe_top_flight,wsl_england,aston_villa_women,Aston Villa Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/aston-villa/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=57,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=57,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=21,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
22,22,58,europe_top_flight,wsl_england,brighton_and_hove_albion_women,Brighton & Hove Albion Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/brighton-hove-albion/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=58,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=58,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=22,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
23,23,59,europe_top_flight,wsl_england,chelsea_women,Chelsea Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/chelsea/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=59,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=59,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=23,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
24,24,60,europe_top_flight,wsl_england,everton_women,Everton Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/everton/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=60,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=60,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=24,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
25,25,61,europe_top_flight,wsl_england,leicester_city_women,Leicester City Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/leicester-city/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=61,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=61,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=25,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
26,26,62,europe_top_flight,wsl_england,liverpool_women,Liverpool Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/liverpool/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=62,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=62,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=26,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
27,27,63,europe_top_flight,wsl_england,london_city_lionesses,London City Lionesses,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/london-city-lionesses/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=63,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=63,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=27,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
28,28,64,europe_top_flight,wsl_england,manchester_city_women,Manchester City Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/manchester-city/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=64,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=64,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=28,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
29,29,65,europe_top_flight,wsl_england,manchester_united_women,Manchester United Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/manchester-united/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=65,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=65,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=29,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
30,30,66,europe_top_flight,wsl_england,tottenham_hotspur_women,Tottenham Hotspur Women,,P0_OFFICIAL_LEAGUE_TEAM,2_p0_roster_or_source_verify,official_source_candidate,wslfootball.com,https://www.wslfootball.com/clubs/tottenham-hotspur/squad,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=66,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=66,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=30,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
