source_priority_rank,source_review_bucket,source_candidate_level,sport_family,sport_label,league_name,asset_domain,candidate_entity_id,display_name,candidate_id,operator_action,source_priority,official_status,confidence,operator_verify_required,source_domain,source_candidate_url,linked_first_action_bucket,linked_missing_local_candidate_asset,linked_review_state,render_readiness,safe_next_action,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
11,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,las_vegas,operator_add_player_from_team_roster,las_vegas_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/las-vegas/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
12,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,las_vegas,operator_add_player_from_team_profile_source,las_vegas_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/las-vegas,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
13,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,minnesota_frost,operator_add_player_from_league_player_index,minnesota_frost_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/stats/player-stats,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
14,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,minnesota_frost,operator_add_player_from_team_roster,minnesota_frost_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/minnesota-frost/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
15,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,minnesota_frost,operator_add_player_from_team_profile_source,minnesota_frost_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/minnesota-frost,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
16,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,montreal_victoire,operator_add_player_from_league_player_index,montreal_victoire_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/stats/player-stats,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
17,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,montreal_victoire,operator_add_player_from_team_roster,montreal_victoire_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/montreal-victoire/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
18,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,montreal_victoire,operator_add_player_from_team_profile_source,montreal_victoire_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/montreal-victoire,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
19,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,new_york_sirens,operator_add_player_from_league_player_index,new_york_sirens_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/stats/player-stats,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
20,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,new_york_sirens,operator_add_player_from_team_roster,new_york_sirens_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/new-york-sirens/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
21,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,new_york_sirens,operator_add_player_from_team_profile_source,new_york_sirens_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/new-york-sirens,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
22,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,ottawa_charge,operator_add_player_from_league_player_index,ottawa_charge_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/stats/player-stats,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
23,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,ottawa_charge,operator_add_player_from_team_roster,ottawa_charge_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/ottawa-charge/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
24,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,ottawa_charge,operator_add_player_from_team_profile_source,ottawa_charge_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/ottawa-charge,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
25,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,san_jose,operator_add_player_from_league_player_index,san_jose_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/stats/player-stats,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
26,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,san_jose,operator_add_player_from_team_roster,san_jose_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/san-jose/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
27,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,san_jose,operator_add_player_from_team_profile_source,san_jose_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/san-jose,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
28,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,seattle_torrent,operator_add_player_from_league_player_index,seattle_torrent_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/stats/player-stats,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
29,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,seattle_torrent,operator_add_player_from_team_roster,seattle_torrent_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/seattle-torrent/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
30,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,seattle_torrent,operator_add_player_from_team_profile_source,seattle_torrent_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/seattle-torrent,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
31,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,toronto_sceptres,operator_add_player_from_league_player_index,toronto_sceptres_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/stats/player-stats,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
32,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,toronto_sceptres,operator_add_player_from_team_roster,toronto_sceptres_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/toronto-sceptres/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
33,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,toronto_sceptres,operator_add_player_from_team_profile_source,toronto_sceptres_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/toronto-sceptres,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
34,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,vancouver_goldeneyes,operator_add_player_from_league_player_index,vancouver_goldeneyes_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/stats/player-stats,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
35,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,vancouver_goldeneyes,operator_add_player_from_team_roster,vancouver_goldeneyes_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/vancouver-goldeneyes/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
36,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,womens_hockey,Women's Hockey,Professional Women's Hockey League,athlete_photo,vancouver_goldeneyes,operator_add_player_from_team_profile_source,vancouver_goldeneyes_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,www.thepwhl.com,https://www.thepwhl.com/en/teams/vancouver-goldeneyes,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
37,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,softball,Softball,Athletes Unlimited Softball League,athlete_photo,carolina_blaze,operator_add_player_from_league_player_index,carolina_blaze_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,theausl.com,https://theausl.com/players/,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
38,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,softball,Softball,Athletes Unlimited Softball League,athlete_photo,carolina_blaze,operator_add_player_from_team_roster,carolina_blaze_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,theausl.com,https://theausl.com/blaze/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
39,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,softball,Softball,Athletes Unlimited Softball League,athlete_photo,carolina_blaze,operator_add_player_from_team_profile_source,carolina_blaze_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,theausl.com,https://theausl.com/blaze/,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
40,1_official_league_or_team_manual_verify,athlete_league_player_index_source_candidate,softball,Softball,Athletes Unlimited Softball League,athlete_photo,chicago_bandits,operator_add_player_from_league_player_index,chicago_bandits_league_player_index_candidate_03,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,theausl.com,https://theausl.com/players/,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
41,1_official_league_or_team_manual_verify,athlete_roster_source_candidate,softball,Softball,Athletes Unlimited Softball League,athlete_photo,chicago_bandits,operator_add_player_from_team_roster,chicago_bandits_roster_source_candidate_01,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,theausl.com,https://theausl.com/bandits/roster,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
42,1_official_league_or_team_manual_verify,athlete_team_profile_source_candidate,softball,Softball,Athletes Unlimited Softball League,athlete_photo,chicago_bandits,operator_add_player_from_team_profile_source,chicago_bandits_team_profile_source_candidate_02,manual_source_review_only,P0_OFFICIAL_LEAGUE_OR_TEAM_SOURCE,official_league_or_team_candidate,operator_verify_required,yes,theausl.com,https://theausl.com/bandits/,1_source_verification,yes,source_candidate_only_local_asset_missing,not_render_ready_source_candidate_only,"Open source_candidate_url manually; if it is the expected official league/team page, record source review only and keep download-law fields blank.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
